canonical,aliases,module,stateful
ISO-IR-185,CNS-11643-1992-PLANE-5|CNS11643-5,Iconvex.Specs.ISOIRCNS11643.Codecs.C5,false
ISO-IR-186,CNS-11643-1992-PLANE-6|CNS11643-6,Iconvex.Specs.ISOIRCNS11643.Codecs.C6,false
ISO-IR-187,CNS-11643-1992-PLANE-7|CNS11643-7,Iconvex.Specs.ISOIRCNS11643.Codecs.C7,false
ISO-IR-197,,Iconvex.Specs.GlibcCharmaps.Codecs.C20,false
ISO-IR-198,LATIN-HEBREW-ISO-IR-198,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C6,false
ISO-IR-200,URALIC-SUPPLEMENTARY-CYRILLIC,Iconvex.Specs.ISOIRModern.Codecs.C4,false
ISO-IR-201,VOLGAIC-SUPPLEMENTARY-CYRILLIC,Iconvex.Specs.ISOIRModern.Codecs.C5,false
ISO-IR-202,CSISO202KOREAN|ISOIR202|ISO_202,Iconvex.Specs.KPS956697.Codecs.C1,false
ISO-IR-204,LATIN-1-EURO-ISO-IR-204,Iconvex.Specs.ISOIRModern.Codecs.C6,false
ISO-IR-205,LATIN-4-EURO-ISO-IR-205,Iconvex.Specs.ISOIRModern.Codecs.C7,false
ISO-IR-206,LATIN-7-EURO-ISO-IR-206,Iconvex.Specs.ISOIRModern.Codecs.C8,false
ISO-IR-207,IRISH-GAELIC-ISO-IR-207,Iconvex.Specs.ISOIRModern.Codecs.C9,false
ISO-IR-208,OGHAM-ISO-IR-208,Iconvex.Specs.ISOIRModern.Codecs.C10,false
ISO-IR-209,,Iconvex.Specs.GlibcCharmaps.Codecs.C21,false
ISO-IR-228,JIS-X-0213-2000-PLANE-1,Iconvex.Specs.ISOIRJISX0213.Codecs.C1,false
ISO-IR-229,JIS-X-0213-2000-PLANE-2|JIS-X-0213-2004-PLANE-2,Iconvex.Specs.ISOIRJISX0213.Codecs.C2,false
ISO-IR-232,TURKMEN-ISO-IR-232,Iconvex.Specs.ISOIRModern.Codecs.C11,false
ISO-IR-233,JIS-X-0213-2004-PLANE-1,Iconvex.Specs.ISOIRJISX0213.Codecs.C3,false
ISO-IR-234,LATIN-HEBREW-ISO-IR-234,Iconvex.Specs.ISOIRModern.Codecs.C12,false
ISO-IR-31,GREEK-BIBLIOGRAPHIC-1976,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C1,false
ISO-IR-38,DIN-31624|DIN_31624,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C2,false
ISO-IR-39,DIN-31625|ISO-6438,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C3,false
ISO-IR-42,CSISO42JISC62261978|ISOIR42|ISO_42|JIS-C6226-1978|JISC6226-1978|JIS_C6226-1978,Iconvex.Specs.ISOIR42,false
ISO-IR-53,ISO-5426|ISO_5426:1980,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C4,false
ISO-IR-59,CODAR-U|CODARU,Iconvex.Specs.ISOIRHistoricalGraphic.Codecs.C5,false
ISO-IR-71,CCITT-MOSAIC-2|ISOIR71|ISO_71,Iconvex.Specs.ISOIRMosaicTechnical.Codecs.C1,false
ISO_10367-box,iso-ir-155,Iconvex.Specs.RFC1345.Codecs.C079,false
ISO_11548-1,,Iconvex.Specs.GlibcCharmaps.Codecs.C22,false
ISO_2033-1983,e13b|iso-ir-98,Iconvex.Specs.RFC1345.Codecs.C049,false
ISO_5427,iso-ir-37,Iconvex.Specs.RFC1345.Codecs.C022,false
ISO_5427:1981,iso-ir-54,Iconvex.Specs.RFC1345.Codecs.C028,false
ISO_5428:1980,iso-ir-55,Iconvex.Specs.RFC1345.Codecs.C029,false
ISO_646.basic:1983,ref,Iconvex.Specs.RFC1345.Codecs.C001,false
ISO_646.irv:1983,irv|iso-ir-2,Iconvex.Specs.RFC1345.Codecs.C003,false
ISO_6937,ISO-IR-156|ISO6937|ISO_6937:1992,Iconvex.Specs.GlibcCharmaps.Codecs.C23,false
ISO_6937-2-25,iso-ir-152,Iconvex.Specs.RFC1345.Codecs.C076,false
ISO_6937-2-add,iso-ir-142,Iconvex.Specs.RFC1345.Codecs.C067,false
ISO_8859-supp,iso-ir-154|latin1-2-5,Iconvex.Specs.RFC1345.Codecs.C078,false
IT,ISO646-IT|iso-ir-15,Iconvex.Specs.RFC1345.Codecs.C014,false
JAVA-MODIFIED-UTF-8,ANDROID-DEX-MUTF-8|DEX-MODIFIED-UTF-8|DEX-MUTF-8|JAVA-MUTF-8|MODIFIED-UTF-8|MUTF-8,Iconvex.Specs.JavaModifiedUTF8,false
JIS0201,UNICODE-MAPPING-JIS0201,Iconvex.Specs.UnicodeLegacyMappings.Codecs.C1,false
JIS0212,JIS-X-0212-ROW-CELL|UNICODE-MAPPING-JIS0212,Iconvex.Specs.UnicodeLegacyMappings.Codecs.C2,false
JIS7,"ISO_2022,locale=ja,version=3",Iconvex.Specs.ICUJIS7,false
JIS7-KANJI,ISO2022JP-KANJI|KERMIT-JIS7-KANJI,Iconvex.Specs.KermitJIS7Kanji,true
JIS8,"ISO_2022,locale=ja,version=4",Iconvex.Specs.ICUJIS8,false
JISX-212,,Iconvex.Specs.ICUMultibyte.Codecs.C27,false
JIS_C6220-1969-jp,JIS_C6220-1969|iso-ir-13|katakana|x0201-7,Iconvex.Specs.RFC1345.Codecs.C012,false
JIS_C6229-1984-a,iso-ir-91|jp-ocr-a,Iconvex.Specs.RFC1345.Codecs.C043,false
JIS_C6229-1984-b,ISO646-JP-OCR-B|iso-ir-92|jp-ocr-b,Iconvex.Specs.RFC1345.Codecs.C044,false
JIS_C6229-1984-b-add,iso-ir-93|jp-ocr-b-add,Iconvex.Specs.RFC1345.Codecs.C045,false
JIS_C6229-1984-hand,iso-ir-94|jp-ocr-hand,Iconvex.Specs.RFC1345.Codecs.C046,false
JIS_C6229-1984-hand-add,iso-ir-95|jp-ocr-hand-add,Iconvex.Specs.RFC1345.Codecs.C047,false
JIS_C6229-1984-kana,iso-ir-96,Iconvex.Specs.RFC1345.Codecs.C048,false
JUS_I.B1.002,ISO646-YU|iso-ir-141|js|yu,Iconvex.Specs.RFC1345.Codecs.C066,false
JUS_I.B1.003-mac,iso-ir-147|macedonian,Iconvex.Specs.RFC1345.Codecs.C071,false
JUS_I.B1.003-serb,iso-ir-146|serbian,Iconvex.Specs.RFC1345.Codecs.C070,false
KERMIT-DG-LINEDRAWING,DG-LINEDRAWING,Iconvex.Specs.KermitDGLineDrawing,false
KERMIT-DG-WORDPROCESSING,DG-WORDPROCESSING,Iconvex.Specs.KermitDGWordProcessing,false
KERMIT-ELOT927-GREEK,DEC-GREEK-7-UPPER|ELOT927-GREEK,Iconvex.Specs.KermitELOT927Greek,false
KERMIT-HP-MATH-TECHNICAL,HP-MATH-TECHNICAL,Iconvex.Specs.KermitHPMathTechnical,false
KERMIT-SNI-BRACKETS,SNI-BRACKETS,Iconvex.Specs.KermitSNIBrackets,false
KERMIT-SNI-EURO,SNI-EURO,Iconvex.Specs.KermitSNIEuro,false
KERMIT-SNI-FACET,SNI-FACET,Iconvex.Specs.KermitSNIFacet,false
KERMIT-SNI-IBM,SNI-IBM,Iconvex.Specs.KermitSNIIBM,false
KEYBCS2,KAMENICKY|KAMENICKY-BROTHERS|KAMENICKY-ORIGINAL|KEYBCS2-ORIGINAL,Iconvex.Specs.KEYBCS2,false
KOI-8,,Iconvex.Specs.GlibcCharmaps.Codecs.C24,false
KOI7-switched,csKOI7switched,Iconvex.Specs.KOI7Switched,true
KOI8-F,CP60270-NMSU-2008|KOI8-F-NMSU-2008|KOI8-UNIFIED|KOI8-UNIFIED-NMSU-2008,Iconvex.Specs.KOI8F,false
KPS-9566-2003,KPS-9566|KPS9566,Iconvex.Specs.UnicodeMisc.Codecs.C3,false
KPS-9566-97,EUC-KP|EUC-KP-97|KPS9566-97|KPS956697,Iconvex.Specs.KPS956697.Codecs.C2,false
KSC5636,ISO646-KR,Iconvex.Specs.RFC1345.Codecs.C087,false
KSX1001,KS-X-1001-ROW-CELL|UNICODE-MAPPING-KSX1001,Iconvex.Specs.UnicodeLegacyMappings.Codecs.C3,false
LATIN6-ISO,ISO-8859-10-LATIN6-STANDARD|LATIN-6-ISO-STANDARD,Iconvex.Specs.Latin6ISO,false
LICS,LOTUS-INTERNATIONAL-CHARACTER-SET,Iconvex.Specs.LotusLICS,false
LIETUVYBE-52A97895-LST-1564-2000-STRICT-BLANKS,,Iconvex.Specs.Lietuvybe.LST1564Commit52A97895,false
LIETUVYBE-52A97895-LST-1590-2-2000-STRICT-BLANKS,,Iconvex.Specs.Lietuvybe.LST1590Part2Commit52A97895,false
LIETUVYBE-52A97895-LST-1590-4-2000-STRICT-BLANKS,,Iconvex.Specs.Lietuvybe.LST1590Part4Commit52A97895,false
LMBCS-1,ibm-65025|lmbcs,Iconvex.Specs.ICULMBCS1,false
LMBCS-11,,Iconvex.Specs.ICULMBCS11,false
LMBCS-16,,Iconvex.Specs.ICULMBCS16,false
LMBCS-17,,Iconvex.Specs.ICULMBCS17,false
LMBCS-18,,Iconvex.Specs.ICULMBCS18,false
LMBCS-19,,Iconvex.Specs.ICULMBCS19,false
LMBCS-2,,Iconvex.Specs.ICULMBCS2,false
LMBCS-3,,Iconvex.Specs.ICULMBCS3,false
LMBCS-4,,Iconvex.Specs.ICULMBCS4,false
LMBCS-5,,Iconvex.Specs.ICULMBCS5,false
LMBCS-6,,Iconvex.Specs.ICULMBCS6,false
LMBCS-8,,Iconvex.Specs.ICULMBCS8,false
LUXOR-ABC800-BASIC-II-1981-CHARACTER-MODE,ABC800-CHARACTER-MODE,Iconvex.Specs.ABC800CharacterMode1981,false
Latin-greek-1,iso-ir-27,Iconvex.Specs.RFC1345.Codecs.C021,false
MAC-IS,,Iconvex.Specs.GlibcCharmaps.Codecs.C25,false
MAC-SAMI,,Iconvex.Specs.GlibcCharmaps.Codecs.C26,false
MAC-UK,,Iconvex.Specs.GlibcCharmaps.Codecs.C27,false
MACINTOSH-LATIN,MAC-ICELAND-10079|MAC-LATIN-KERMIT,Iconvex.Specs.KermitMacintoshLatin,false
MACOS_ESPERANTO,MAC-ESPERANTO|MACESPERANTO|MACOS-ESPERANTO,Iconvex.Specs.MacEsperanto,false
MARC-8,MARC8|MARC_8|csMARC8,Iconvex.Specs.MARC8,true
MAZOVIA,CP667|MAZOVIA-PC,Iconvex.Specs.KermitMazovia,false
MIK,,Iconvex.Specs.GlibcCharmaps.Codecs.C28,false
MINITEL-G0,MINITLG0,Iconvex.Specs.LegacyComputingN5028.Codecs.C32,false
MINITEL-G1,MINITLG1,Iconvex.Specs.LegacyComputingN5028.Codecs.C33,false
MNEM,csMnem|mnemonic+ascii+8200,Iconvex.Specs.Mnem,true
MNEMONIC,csMnemonic|mnemonic+ascii+38,Iconvex.Specs.Mnemonic,true
MSX-INTERNATIONAL,MSX|MSX-CHARSET,Iconvex.Specs.LegacyComputingN5028.Codecs.C34,false
MSZ_7795.3,HUNGARIAN|ISO646-HU|hu|iso-ir-86,Iconvex.Specs.RFC1345.Codecs.C038,false
MYSQL-KEYBCS2,KEYBCS2-MYSQL|MYSQL-KEYBCS2-AD-A1,Iconvex.Specs.MySQLKEYBCS2,false
MacCeltic,Mac-Celtic|x-mac-celtic,Iconvex.Specs.VendorMappings.Codecs.C005,false
MacChineseSimp,Mac-Simplified-Chinese|x-mac-chinesesimp,Iconvex.Specs.VendorMappings.Codecs.C007,false
MacChineseTrad,Mac-Traditional-Chinese|x-mac-chinesetrad,Iconvex.Specs.VendorMappings.Codecs.C008,false
MacDevanagari,Mac-Devanagari|x-mac-devanagari,Iconvex.Specs.VendorMappings.Codecs.C011,false
MacDingbats,Mac-Dingbats,Iconvex.Specs.VendorMappings.Codecs.C012,false
MacFarsi,Mac-Farsi|x-mac-farsi,Iconvex.Specs.VendorMappings.Codecs.C013,false
MacGaelic,Mac-Gaelic|x-mac-gaelic,Iconvex.Specs.VendorMappings.Codecs.C014,false
MacGujarati,Mac-Gujarati|x-mac-gujarati,Iconvex.Specs.VendorMappings.Codecs.C016,false
MacGurmukhi,Mac-Gurmukhi|x-mac-gurmukhi,Iconvex.Specs.VendorMappings.Codecs.C017,false
MacInuit,Mac-Inuit|x-mac-inuit,Iconvex.Specs.VendorMappings.Codecs.C020,false
MacJapanese,Mac-Japanese|x-mac-japanese,Iconvex.Specs.VendorMappings.Codecs.C021,false
MacKeyboard,Mac-Keyboard|x-mac-keyboard,Iconvex.Specs.VendorMappings.Codecs.C022,false
MacKorean,Mac-Korean|x-mac-korean,Iconvex.Specs.VendorMappings.Codecs.C023,false
MacRomanian,Mac-Romanian|x-mac-romanian,Iconvex.Specs.VendorMappings.Codecs.C025,false
MacSymbol,Mac-Symbol|x-mac-symbol,Iconvex.Specs.VendorMappings.Codecs.C026,false
Microsoft-Publishing,csMicrosoftPublishing,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C9,false
NATS-DANO,iso-ir-9-1,Iconvex.Specs.RFC1345.Codecs.C008,false
NATS-DANO-ADD,iso-ir-9-2,Iconvex.Specs.RFC1345.Codecs.C009,false
NATS-SEFI,iso-ir-8-1,Iconvex.Specs.RFC1345.Codecs.C006,false
NATS-SEFI-ADD,iso-ir-8-2,Iconvex.Specs.RFC1345.Codecs.C007,false
NC_NC00-10:81,ISO646-CU|cuba|iso-ir-151,Iconvex.Specs.RFC1345.Codecs.C075,false
NF_Z_62-010,ISO646-FR|fr|iso-ir-69,Iconvex.Specs.RFC1345.Codecs.C034,false
NF_Z_62-010_(1973),ISO646-FR1|iso-ir-25,Iconvex.Specs.RFC1345.Codecs.C020,false
NS_4551-1,ISO646-NO|iso-ir-60|no,Iconvex.Specs.RFC1345.Codecs.C032,false
NS_4551-2,ISO646-NO2|iso-ir-61|no2,Iconvex.Specs.RFC1345.Codecs.C033,false
OLD5601,OLD-KSC5601-ROW-CELL|UNICODE-MAPPING-OLD5601,Iconvex.Specs.UnicodeLegacyMappings.Codecs.C4,false
ORICSCII-G0,ORICG0,Iconvex.Specs.LegacyComputingN5028.Codecs.C35,false
ORICSCII-G1,ORICG1,Iconvex.Specs.LegacyComputingN5028.Codecs.C36,false
PASCII-CDAC-GIST-1.0-2002-LOSSLESS-VPUA-1,,Iconvex.Specs.PASCII10LosslessVPUA1,false
PASCII-CDAC-GIST-1.0-2002-RAW-VPUA-1,,Iconvex.Specs.PASCII10RawVPUA1,false
PASCII-CDAC-GIST-1.0-2002-SINDHI-UNICODE17-BEST-FIT,,Iconvex.Specs.PASCII10SindhiBestFit,false
PASCII-CDAC-GIST-1.0-2002-URDU-KASHMIRI-UNICODE17-BEST-FIT,,Iconvex.Specs.PASCII10UrduKashmiriBestFit,false
PC8-Danish-Norwegian,csPC8DanishNorwegian,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C10,false
PC8-Turkish,csPC8Turkish,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C11,false
PDP-1-CONCISE-1960-INITIAL-LOWER,PDP-1-CONCISE-FPC8-1960-INITIAL-LOWER|PDP1-CONCISE-1960-LOWER,Iconvex.Specs.PDP1Concise1960InitialLower,true
PDP-1-CONCISE-1960-INITIAL-UPPER,PDP-1-CONCISE-FPC8-1960-INITIAL-UPPER|PDP1-CONCISE-1960-UPPER,Iconvex.Specs.PDP1Concise1960InitialUpper,true
PDP-1-CONCISE-FIODEC-1963-INITIAL-LOWER,PDP-1-CONCISE-1963-LOWER|PDP1-CONCISE-FIODEC-1963-LOWER,Iconvex.Specs.PDP1ConciseFIODEC1963InitialLower,true
PDP-1-CONCISE-FIODEC-1963-INITIAL-UPPER,PDP-1-CONCISE-1963-UPPER|PDP1-CONCISE-FIODEC-1963-UPPER,Iconvex.Specs.PDP1ConciseFIODEC1963InitialUpper,true
PDP-1-FIODEC-ODD-PARITY-8BIT-1963-INITIAL-LOWER,FIO-DEC-PDP1-1963-LOWER|PDP1-FIODEC-8BIT-1963-LOWER,Iconvex.Specs.PDP1FIODECOddParity8Bit1963InitialLower,true
PDP-1-FIODEC-ODD-PARITY-8BIT-1963-INITIAL-UPPER,FIO-DEC-PDP1-1963-UPPER|PDP1-FIODEC-8BIT-1963-UPPER,Iconvex.Specs.PDP1FIODECOddParity8Bit1963InitialUpper,true
PDP-1-FRIDEN-FPC-8-1960-INITIAL-LOWER,FRIDEN-FPC-8-PDP1-1960-LOWER|PDP1-FPC8-1960-LOWER,Iconvex.Specs.PDP1FridenFPC81960InitialLower,true
PDP-1-FRIDEN-FPC-8-1960-INITIAL-UPPER,FRIDEN-FPC-8-PDP1-1960-UPPER|PDP1-FPC8-1960-UPPER,Iconvex.Specs.PDP1FridenFPC81960InitialUpper,true
PETSCII-C64-ALTERNATE-INTERCHANGE,C64IALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C15,false
PETSCII-C64-ALTERNATE-VIDEO,C64VALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C17,false
PETSCII-C64-PRIMARY-INTERCHANGE,C64IPRI|COMMODORE-64-PETSCII|PETSCII|PETSCII-C64,Iconvex.Specs.LegacyComputingN5028.Codecs.C16,false
PETSCII-C64-PRIMARY-VIDEO,C64VPRI,Iconvex.Specs.LegacyComputingN5028.Codecs.C18,false
PETSCII-PET-ALTERNATE-INTERCHANGE,CPETIALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C22,false
PETSCII-PET-ALTERNATE-VIDEO,CPETVALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C24,false
PETSCII-PET-PRIMARY-INTERCHANGE,CPETIPRI,Iconvex.Specs.LegacyComputingN5028.Codecs.C23,false
PETSCII-PET-PRIMARY-VIDEO,CPETVPRI,Iconvex.Specs.LegacyComputingN5028.Codecs.C25,false
PETSCII-VIC20-ALTERNATE-INTERCHANGE,CVICIALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C26,false
PETSCII-VIC20-ALTERNATE-VIDEO,CVICVALT,Iconvex.Specs.LegacyComputingN5028.Codecs.C28,false
PETSCII-VIC20-PRIMARY-INTERCHANGE,CVICIPRI,Iconvex.Specs.LegacyComputingN5028.Codecs.C27,false
PETSCII-VIC20-PRIMARY-VIDEO,CVICVPRI,Iconvex.Specs.LegacyComputingN5028.Codecs.C29,false
PT,ISO646-PT|iso-ir-16,Iconvex.Specs.RFC1345.Codecs.C015,false
PT2,ISO646-PT2|iso-ir-84,Iconvex.Specs.RFC1345.Codecs.C036,false
PUNYCODE,BOOTSTRING-PUNYCODE|RFC-3492|RFC3492,Iconvex.Specs.Punycode,false
QNX-CONSOLE,QNX-PC-GRAPHICS,Iconvex.Specs.KermitQNXConsole,false
RFC1345:ANSI_X3.4-1968,,Iconvex.Specs.RFC1345.Codecs.C005,false
RFC1345:GB_1988-80,,Iconvex.Specs.RFC1345.Codecs.C030,false
RFC1345:GB_2312-80,,Iconvex.Specs.RFC1345.Codecs.C031,false
RFC1345:IBM037,RFC1345:cp037|RFC1345:ebcdic-cp-ca|RFC1345:ebcdic-cp-nl|RFC1345:ebcdic-cp-us|RFC1345:ebcdic-cp-wt,Iconvex.Specs.RFC1345.Codecs.C091,false
RFC1345:IBM1026,RFC1345:CP1026,Iconvex.Specs.RFC1345.Codecs.C130,false
RFC1345:IBM273,RFC1345:CP273,Iconvex.Specs.RFC1345.Codecs.C093,false
RFC1345:IBM277,RFC1345:EBCDIC-CP-DK|RFC1345:EBCDIC-CP-NO,Iconvex.Specs.RFC1345.Codecs.C096,false
RFC1345:IBM278,RFC1345:CP278|RFC1345:ebcdic-cp-fi|RFC1345:ebcdic-cp-se,Iconvex.Specs.RFC1345.Codecs.C097,false
RFC1345:IBM280,RFC1345:CP280|RFC1345:ebcdic-cp-it,Iconvex.Specs.RFC1345.Codecs.C098,false
RFC1345:IBM284,RFC1345:CP284|RFC1345:ebcdic-cp-es,Iconvex.Specs.RFC1345.Codecs.C100,false
RFC1345:IBM285,RFC1345:CP285|RFC1345:ebcdic-cp-gb,Iconvex.Specs.RFC1345.Codecs.C101,false
RFC1345:IBM297,RFC1345:cp297|RFC1345:ebcdic-cp-fr,Iconvex.Specs.RFC1345.Codecs.C103,false
RFC1345:IBM424,RFC1345:cp424|RFC1345:ebcdic-cp-he,Iconvex.Specs.RFC1345.Codecs.C106,false
RFC1345:IBM437,RFC1345:437|RFC1345:cp437,Iconvex.Specs.RFC1345.Codecs.C107,false
RFC1345:IBM500,RFC1345:CP500|RFC1345:ebcdic-cp-be|RFC1345:ebcdic-cp-ch,Iconvex.Specs.RFC1345.Codecs.C108,false
RFC1345:IBM850,,Iconvex.Specs.RFC1345.Codecs.C109,false
RFC1345:IBM852,RFC1345:852|RFC1345:cp852,Iconvex.Specs.RFC1345.Codecs.C111,false
RFC1345:IBM855,RFC1345:855|RFC1345:cp855,Iconvex.Specs.RFC1345.Codecs.C112,false
RFC1345:IBM857,RFC1345:857|RFC1345:cp857,Iconvex.Specs.RFC1345.Codecs.C113,false
RFC1345:IBM860,RFC1345:860|RFC1345:cp860,Iconvex.Specs.RFC1345.Codecs.C114,false
RFC1345:IBM861,RFC1345:861|RFC1345:cp-is|RFC1345:cp861,Iconvex.Specs.RFC1345.Codecs.C115,false
RFC1345:IBM862,,Iconvex.Specs.RFC1345.Codecs.C116,false
RFC1345:IBM863,RFC1345:863|RFC1345:cp863,Iconvex.Specs.RFC1345.Codecs.C117,false
RFC1345:IBM864,RFC1345:cp864,Iconvex.Specs.RFC1345.Codecs.C118,false
RFC1345:IBM865,RFC1345:865|RFC1345:cp865,Iconvex.Specs.RFC1345.Codecs.C119,false
RFC1345:IBM869,RFC1345:869|RFC1345:cp-gr|RFC1345:cp869,Iconvex.Specs.RFC1345.Codecs.C121,false
RFC1345:IBM870,RFC1345:CP870|RFC1345:ebcdic-cp-roece|RFC1345:ebcdic-cp-yu,Iconvex.Specs.RFC1345.Codecs.C122,false
RFC1345:IBM871,RFC1345:CP871|RFC1345:ebcdic-cp-is,Iconvex.Specs.RFC1345.Codecs.C123,false
RFC1345:IBM880,RFC1345:EBCDIC-Cyrillic|RFC1345:cp880,Iconvex.Specs.RFC1345.Codecs.C124,false
RFC1345:IBM905,RFC1345:CP905|RFC1345:ebcdic-cp-tr,Iconvex.Specs.RFC1345.Codecs.C128,false
RFC1345:ISO_8859-1:1987,,Iconvex.Specs.RFC1345.Codecs.C051,false
RFC1345:ISO_8859-2:1987,,Iconvex.Specs.RFC1345.Codecs.C052,false
RFC1345:ISO_8859-3:1988,,Iconvex.Specs.RFC1345.Codecs.C055,false
RFC1345:ISO_8859-4:1988,,Iconvex.Specs.RFC1345.Codecs.C056,false
RFC1345:ISO_8859-5:1988,,Iconvex.Specs.RFC1345.Codecs.C069,false
RFC1345:ISO_8859-6:1987,,Iconvex.Specs.RFC1345.Codecs.C062,false
RFC1345:ISO_8859-7:1987,,Iconvex.Specs.RFC1345.Codecs.C061,false
RFC1345:ISO_8859-8:1988,,Iconvex.Specs.RFC1345.Codecs.C064,false
RFC1345:ISO_8859-9:1989,,Iconvex.Specs.RFC1345.Codecs.C072,false
RFC1345:JIS_C6220-1969-ro,,Iconvex.Specs.RFC1345.Codecs.C013,false
RFC1345:JIS_C6226-1983,,Iconvex.Specs.RFC1345.Codecs.C039,false
RFC1345:JIS_X0201,,Iconvex.Specs.RFC1345.Codecs.C086,false
RFC1345:JIS_X0212-1990,,Iconvex.Specs.RFC1345.Codecs.C082,false
RFC1345:KS_C_5601-1987,,Iconvex.Specs.RFC1345.Codecs.C073,false
RFC1345:hp-roman8,,Iconvex.Specs.RFC1345.Codecs.C089,false
RFC1345:latin6,,Iconvex.Specs.RFC1345.Codecs.C080,false
RFC1345:macintosh,,Iconvex.Specs.RFC1345.Codecs.C090,false
RFC698-SU-AI-STANFORD-1975-FORMAT-EFFECTOR,STANFORD-EXTENDED-ASCII-RFC698-FORMAT-EFFECTOR,Iconvex.Specs.StanfordRFC698FormatEffector1975,false
RFC698-SU-AI-STANFORD-1975-HIDDEN-GRAPHICS,STANFORD-EXTENDED-ASCII-RFC698-HIDDEN-GRAPHICS,Iconvex.Specs.StanfordRFC698HiddenGraphics1975,false
RISC-OS-BFONT,RISCOSB,Iconvex.Specs.LegacyComputingN5028.Codecs.C38,false
RISC-OS-EFF-LATIN1,RISCEFF,Iconvex.Specs.LegacyComputingN5028.Codecs.C37,false
RISC-OS-LATIN1-INTERCHANGE,RISCOSI,Iconvex.Specs.LegacyComputingN5028.Codecs.C39,false
RISC-OS-LATIN1-VIDEO,RISCOSV,Iconvex.Specs.LegacyComputingN5028.Codecs.C40,false
SCSU,csSCSU,Iconvex.Specs.SCSU,true
SEN_850200_B,FI|ISO646-FI|ISO646-SE|iso-ir-10|se,Iconvex.Specs.RFC1345.Codecs.C010,false
SEN_850200_C,ISO646-SE2|iso-ir-11|se2,Iconvex.Specs.RFC1345.Codecs.C011,false
SHORT-KOI,KOI-7|KOI-7-N2|KOI7|KOI7-N2|VKD,Iconvex.Specs.ShortKOI,false
SI-960,DEC-7-BIT-HEBREW|DEC-HEBREW-7|DEC-HEBREW-7BIT|HEBREW-7|SI960,Iconvex.Specs.SI960,false
SINCLAIR-QL,SINCLRQL,Iconvex.Specs.LegacyComputingN5028.Codecs.C41,false
T.101-G2,iso-ir-128,Iconvex.Specs.RFC1345.Codecs.C063,false
T.61-7bit,iso-ir-102,Iconvex.Specs.RFC1345.Codecs.C053,false
T.61-8bit,T.61|iso-ir-103,Iconvex.Specs.RFC1345.Codecs.C054,false
TAMILVU-TACE16-APPENDIX-D-2010-16BE,TACE16-APPENDIX-D-2010-BE,Iconvex.Specs.TACE16AppendixD2010BE,false
TAMILVU-TACE16-APPENDIX-D-2010-16LE,TACE16-APPENDIX-D-2010-LE,Iconvex.Specs.TACE16AppendixD2010LE,false
TELETEXT-G0,TELTXTG0,Iconvex.Specs.LegacyComputingN5028.Codecs.C42,false
TELETEXT-G1,TELTXTG1,Iconvex.Specs.LegacyComputingN5028.Codecs.C43,false
TELETEXT-G2,TELTXTG2,Iconvex.Specs.LegacyComputingN5028.Codecs.C44,false
TELETEXT-G3,TELTXTG3,Iconvex.Specs.LegacyComputingN5028.Codecs.C45,false
TEX-LIVE-OML-CMMI10-TOUNICODE-2026,OML|OML-ENCODING|TEX-MATH-ITALIC,Iconvex.Specs.TeXLiveOMLCMMI10ToUnicode2026,false
TEX-LIVE-OMS-CMSY10-TOUNICODE-2026,OMS|OMS-ENCODING|TEX-MATH-SYMBOLS,Iconvex.Specs.TeXLiveOMSCMSY10ToUnicode2026,false
TEX-OT1-CMAP-1.0J,TEX-OT1-0-CMAP-1.0J,Iconvex.Specs.OT1CMap10J,false
TEX-OT1TT-CMAP-1.0J,TEX-OT1TT-0-CMAP-1.0J,Iconvex.Specs.OT1TTCMap10J,false
TEX-T1-CMAP-1.0J,T1-CMAP|TEX-T1-0|TEX-T1-CMAP,Iconvex.Specs.CorkT1CMap10J,false
TEX-T1-EC-GLYPH,8T|CORK|CORK-ENCODING|CORKENCODING|EC|EC-ENCODING|ECENCODING|T1|TEX-LATIN-1|TEX-T1|TEX256|TEX256.ENC|TEXLATIN1,Iconvex.Specs.CorkT1ECGlyph,false
TI-83-PLUS-LARGE,,Iconvex.Specs.TI83PlusLarge,false
TI-83-PLUS-LARGE-LOSSLESS-VPUA,,Iconvex.Specs.TI83PlusLargeLosslessVPUA,false
TI-83-PLUS-LARGE-RAW-VPUA,,Iconvex.Specs.TI83PlusLargeRawVPUA,false
TI-83-PLUS-SMALL,,Iconvex.Specs.TI83PlusSmall,false
TI-83-PLUS-SMALL-LOSSLESS-VPUA,,Iconvex.Specs.TI83PlusSmallLosslessVPUA,false
TI-83-PLUS-SMALL-RAW-VPUA,,Iconvex.Specs.TI83PlusSmallRawVPUA,false
